BioSample	Experiment	LoadDate	MBases	MBytes	Run	SRA_Sample	Sample_Name	genotype	time	treatment	Assay_Type	AvgSpotLen	BioProject	Center_Name	Consent	DATASTORE_filetype	DATASTORE_provider	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	SRA_Study	source_name	tissue
SAMN04251958	SRX1424074	2015-11-20	3910	2672	SRR2931180	SRS1156582	GSM1933486	Kinandang puti (KP; IRGC#44513, Indica)	165 min	CONTROL	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251959	SRX1424075	2015-11-20	2413	1676	SRR2931181	SRS1156581	GSM1933487	Kinandang puti (KP; IRGC#44513, Indica)	180 min	CONTROL	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251960	SRX1424076	2015-11-20	2999	1956	SRR2931182	SRS1156580	GSM1933488	Kinandang puti (KP; IRGC#44513, Indica)	180 min	CONTROL	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251961	SRX1424077	2015-11-20	3194	2004	SRR2931183	SRS1156578	GSM1933489	Kinandang puti (KP; IRGC#44513, Indica)	195 min	CONTROL	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251962	SRX1424078	2015-11-20	3556	2272	SRR2931184	SRS1156579	GSM1933490	Kinandang puti (KP; IRGC#44513, Indica)	195 min	CONTROL	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251963	SRX1424079	2015-11-20	3339	2082	SRR2931185	SRS1156577	GSM1933491	Kinandang puti (KP; IRGC#44513, Indica)	210 min	CONTROL	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251818	SRX1424080	2015-11-20	3615	2515	SRR2931186	SRS1156576	GSM1933492	Kinandang puti (KP; IRGC#44513, Indica)	210 min	CONTROL	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251819	SRX1424081	2015-11-20	2645	1683	SRR2931187	SRS1156575	GSM1933493	Kinandang puti (KP; IRGC#44513, Indica)	225 min	CONTROL	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251820	SRX1424082	2015-11-20	3687	2531	SRR2931188	SRS1156574	GSM1933494	Kinandang puti (KP; IRGC#44513, Indica)	225 min	CONTROL	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251821	SRX1424083	2015-11-20	3095	2029	SRR2931189	SRS1156573	GSM1933495	Kinandang puti (KP; IRGC#44513, Indica)	240 min	CONTROL	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251822	SRX1424084	2015-11-20	4071	2625	SRR2931190	SRS1156572	GSM1933496	Kinandang puti (KP; IRGC#44513, Indica)	240 min	CONTROL	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251823	SRX1424085	2015-11-20	3749	2495	SRR2931191	SRS1156571	GSM1933497	Kinandang puti (KP; IRGC#44513, Indica)	270 min	CONTROL	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251824	SRX1424086	2015-11-20	2413	1550	SRR2931192	SRS1156570	GSM1933498	Kinandang puti (KP; IRGC#44513, Indica)	270 min	CONTROL	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251825	SRX1424087	2015-11-20	2635	1771	SRR2931193	SRS1156569	GSM1933499	Kinandang puti (KP; IRGC#44513, Indica)	300 min	CONTROL	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251826	SRX1424088	2015-11-20	4302	2797	SRR2931194	SRS1156568	GSM1933500	Kinandang puti (KP; IRGC#44513, Indica)	300 min	CONTROL	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251827	SRX1424089	2015-11-20	2625	1650	SRR2931195	SRS1156567	GSM1933501	Kinandang puti (KP; IRGC#44513, Indica)	15 min	HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251828	SRX1424090	2015-11-20	3221	2040	SRR2931196	SRS1156565	GSM1933502	Kinandang puti (KP; IRGC#44513, Indica)	15 min	HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251829	SRX1424091	2015-11-20	2512	1607	SRR2931197	SRS1156566	GSM1933503	Kinandang puti (KP; IRGC#44513, Indica)	30 min	HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251830	SRX1424092	2015-11-20	4604	3202	SRR2931198	SRS1156564	GSM1933504	Kinandang puti (KP; IRGC#44513, Indica)	30 min	HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251831	SRX1424093	2015-11-20	3779	2405	SRR2931199	SRS1156562	GSM1933505	Kinandang puti (KP; IRGC#44513, Indica)	45 min	HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251832	SRX1424094	2015-11-20	2650	1698	SRR2931200	SRS1156561	GSM1933506	Kinandang puti (KP; IRGC#44513, Indica)	45 min	HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251833	SRX1424095	2015-11-20	3412	2177	SRR2931201	SRS1156559	GSM1933507	Kinandang puti (KP; IRGC#44513, Indica)	60 min	HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251834	SRX1424096	2015-11-20	4681	3144	SRR2931202	SRS1156563	GSM1933508	Kinandang puti (KP; IRGC#44513, Indica)	60 min	HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251835	SRX1424097	2015-11-20	3099	1994	SRR2931203	SRS1156560	GSM1933509	Kinandang puti (KP; IRGC#44513, Indica)	75 min	HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251836	SRX1424098	2015-11-20	3893	2544	SRR2931204	SRS1156558	GSM1933510	Kinandang puti (KP; IRGC#44513, Indica)	75 min	HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251837	SRX1424099	2015-11-20	2615	1674	SRR2931205	SRS1156557	GSM1933511	Kinandang puti (KP; IRGC#44513, Indica)	90 min	HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251838	SRX1424100	2015-11-20	2728	1824	SRR2931206	SRS1156556	GSM1933512	Kinandang puti (KP; IRGC#44513, Indica)	90 min	HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251839	SRX1424101	2015-11-20	2578	1656	SRR2931207	SRS1156554	GSM1933513	Kinandang puti (KP; IRGC#44513, Indica)	105 min	HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251840	SRX1424102	2015-11-20	3859	2554	SRR2931208	SRS1156555	GSM1933514	Kinandang puti (KP; IRGC#44513, Indica)	105 min	HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251841	SRX1424103	2015-11-20	5066	3317	SRR2931209	SRS1156553	GSM1933515	Kinandang puti (KP; IRGC#44513, Indica)	120 min	HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251842	SRX1424104	2015-11-20	3986	2658	SRR2931210	SRS1156552	GSM1933516	Kinandang puti (KP; IRGC#44513, Indica)	120 min	HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251843	SRX1424105	2015-11-20	3086	1927	SRR2931211	SRS1156551	GSM1933517	Kinandang puti (KP; IRGC#44513, Indica)	135 min	HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251844	SRX1424106	2015-11-20	3251	2010	SRR2931212	SRS1156549	GSM1933518	Kinandang puti (KP; IRGC#44513, Indica)	135 min	HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251845	SRX1424107	2015-11-20	2847	1780	SRR2931213	SRS1156550	GSM1933519	Kinandang puti (KP; IRGC#44513, Indica)	150 min	HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251846	SRX1424108	2015-11-20	3434	2197	SRR2931214	SRS1156548	GSM1933520	Kinandang puti (KP; IRGC#44513, Indica)	150 min	HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251847	SRX1424109	2015-11-20	3305	2212	SRR2931215	SRS1156547	GSM1933521	Kinandang puti (KP; IRGC#44513, Indica)	165 min	HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251788	SRX1424110	2015-11-20	2927	1868	SRR2931216	SRS1156546	GSM1933522	Kinandang puti (KP; IRGC#44513, Indica)	165 min	HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251789	SRX1424111	2015-11-20	3603	2301	SRR2931217	SRS1156545	GSM1933523	Kinandang puti (KP; IRGC#44513, Indica)	180 min	HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251790	SRX1424112	2015-11-20	3990	2730	SRR2931218	SRS1156543	GSM1933524	Kinandang puti (KP; IRGC#44513, Indica)	180 min	HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251791	SRX1424113	2015-11-20	3463	2211	SRR2931219	SRS1156541	GSM1933525	Kinandang puti (KP; IRGC#44513, Indica)	195 min	HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251792	SRX1424114	2015-11-20	3731	2518	SRR2931220	SRS1156542	GSM1933526	Kinandang puti (KP; IRGC#44513, Indica)	195 min	HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251793	SRX1424115	2015-11-20	3227	2087	SRR2931221	SRS1156544	GSM1933527	Kinandang puti (KP; IRGC#44513, Indica)	210 min	HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251794	SRX1424116	2015-11-20	3580	2291	SRR2931222	SRS1156540	GSM1933528	Kinandang puti (KP; IRGC#44513, Indica)	210 min	HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251795	SRX1424117	2015-11-20	3592	2453	SRR2931223	SRS1156539	GSM1933529	Kinandang puti (KP; IRGC#44513, Indica)	225 min	HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251796	SRX1424118	2015-11-20	2981	1901	SRR2931224	SRS1156538	GSM1933530	Kinandang puti (KP; IRGC#44513, Indica)	225 min	HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251797	SRX1424119	2015-11-20	2757	1883	SRR2931225	SRS1156537	GSM1933531	Kinandang puti (KP; IRGC#44513, Indica)	240 min	HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251798	SRX1424120	2015-11-20	3408	2186	SRR2931226	SRS1156536	GSM1933532	Kinandang puti (KP; IRGC#44513, Indica)	240 min	HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251799	SRX1424121	2015-11-20	4922	3265	SRR2931227	SRS1156535	GSM1933533	Kinandang puti (KP; IRGC#44513, Indica)	135 min	RECOV_HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251800	SRX1424122	2015-11-20	5046	3497	SRR2931228	SRS1156533	GSM1933534	Kinandang puti (KP; IRGC#44513, Indica)	150 min	RECOV_HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251801	SRX1424123	2015-11-20	2450	1542	SRR2931229	SRS1156534	GSM1933535	Kinandang puti (KP; IRGC#44513, Indica)	150 min	RECOV_HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251802	SRX1424124	2015-11-20	3640	2356	SRR2931230	SRS1156532	GSM1933536	Kinandang puti (KP; IRGC#44513, Indica)	165 min	RECOV_HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251803	SRX1424125	2015-11-20	3657	2271	SRR2931231	SRS1156530	GSM1933537	Kinandang puti (KP; IRGC#44513, Indica)	165 min	RECOV_HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251804	SRX1424126	2015-11-20	4075	2659	SRR2931232	SRS1156531	GSM1933538	Kinandang puti (KP; IRGC#44513, Indica)	180 min	RECOV_HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251805	SRX1424127	2015-11-20	2250	1516	SRR2931233	SRS1156528	GSM1933539	Kinandang puti (KP; IRGC#44513, Indica)	180 min	RECOV_HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251806	SRX1424128	2015-11-20	3144	2006	SRR2931234	SRS1156529	GSM1933540	Kinandang puti (KP; IRGC#44513, Indica)	195 min	RECOV_HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251807	SRX1424129	2015-11-20	2960	1856	SRR2931235	SRS1156527	GSM1933541	Kinandang puti (KP; IRGC#44513, Indica)	195 min	RECOV_HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251808	SRX1424130	2015-11-20	4424	3006	SRR2931236	SRS1156526	GSM1933542	Kinandang puti (KP; IRGC#44513, Indica)	210 min	RECOV_HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251809	SRX1424131	2015-11-20	4023	2611	SRR2931237	SRS1156525	GSM1933543	Kinandang puti (KP; IRGC#44513, Indica)	210 min	RECOV_HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251810	SRX1424132	2015-11-20	2667	1669	SRR2931238	SRS1156524	GSM1933544	Kinandang puti (KP; IRGC#44513, Indica)	225 min	RECOV_HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251811	SRX1424133	2015-11-20	3567	2282	SRR2931239	SRS1156523	GSM1933545	Kinandang puti (KP; IRGC#44513, Indica)	225 min	RECOV_HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251812	SRX1424134	2015-11-20	3453	2347	SRR2931240	SRS1156522	GSM1933546	Kinandang puti (KP; IRGC#44513, Indica)	240 min	RECOV_HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251813	SRX1424135	2015-11-20	4129	2745	SRR2931241	SRS1156519	GSM1933547	Kinandang puti (KP; IRGC#44513, Indica)	240 min	RECOV_HEAT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251814	SRX1424136	2015-11-20	3205	2017	SRR2931242	SRS1156521	GSM1933548	Kinandang puti (KP; IRGC#44513, Indica)	15 min	DROUGHT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251815	SRX1424137	2015-11-20	2845	1853	SRR2931243	SRS1156520	GSM1933549	Kinandang puti (KP; IRGC#44513, Indica)	15 min	DROUGHT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251761	SRX1424138	2015-11-20	3612	2439	SRR2931244	SRS1156518	GSM1933550	Kinandang puti (KP; IRGC#44513, Indica)	30 min	DROUGHT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251762	SRX1424139	2015-11-20	3266	2133	SRR2931245	SRS1156517	GSM1933551	Kinandang puti (KP; IRGC#44513, Indica)	30 min	DROUGHT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251763	SRX1424140	2015-11-20	1987	1305	SRR2931246	SRS1156515	GSM1933552	Kinandang puti (KP; IRGC#44513, Indica)	45 min	DROUGHT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251816	SRX1424141	2015-11-20	2703	1748	SRR2931247	SRS1156516	GSM1933553	Kinandang puti (KP; IRGC#44513, Indica)	45 min	DROUGHT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251817	SRX1424142	2015-11-20	3428	2221	SRR2931248	SRS1156514	GSM1933554	Kinandang puti (KP; IRGC#44513, Indica)	60 min	DROUGHT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
SAMN04251758	SRX1424143	2015-11-20	3888	2533	SRR2931249	SRS1156513	GSM1933555	Kinandang puti (KP; IRGC#44513, Indica)	60 min	DROUGHT	RNA-Seq	102	PRJNA301554	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Oryza sativa	ILLUMINA	2016-01-04	SRP065945	Rice leaf	leaf
